time,x,y,radius,v_x,v_y,a_x,a_y,total_energy
0,149600000000.0,0.0,149600000000.0,0.0,29800.0,-0.005927853062712689,-0.0,-442786818.18181825
432000.0,149046860175.01215,12873600000.0,149601791784.02118,-2560.8325230918813,29800.0,-0.005905722866686744,-0.0005100940322211807,-439497265.2709711
864000.0,147389505712.90018,25699602105.66538,149613287988.34198,-5112.1048015005545,29579.63937808045,-0.0058387069396260705,-0.001018067361269697,-436183715.3159562
1296000.0,144636255016.70157,38383008415.38133,149642579502.866,-7634.4261994190165,29139.834278011942,-0.005726275355581685,-0.0015196167457232805,-432847282.3928297
1728000.0,140803852692.5725,50829618345.70556,149697611985.76865,-10108.177153030305,28483.359843859485,-0.005568401450946042,-0.002010170283942741,-429490049.2988861
2160000.0,135917521486.27275,62946856788.71759,149786112261.95416,-12513.726579838996,27614.966281196223,-0.005365638596596219,-0.0024849635324910597,-426115085.0320547
2592000.0,130010913135.05672,74644645305.05057,149915511562.10645,-14831.682453568563,26541.462035160086,-0.005119183677926153,-0.00293913519008402,-422726442.5570025
3024000.0,123125945047.76045,85836300321.38261,150092867241.47394,-17043.16980243266,25271.75563304379,-0.004830922070706697,-0.0033678399587473303,-419329132.69581807
3456000.0,115312512692.84776,96439438872.62689,150324784894.59186,-19130.128136977954,23816.848770864945,-0.004503449317335337,-0.0037663746545180655,-415929070.8769105
3888000.0,106628071474.9741,106376869589.87816,150617342992.81122,-21075.61824206682,22189.77492011314,-0.00414006562579132,-0.0041303121689836185,-412532994.77810687
4320000.0,97137086590.7274,115577444666.25484,150976022291.34158,-22864.12659240867,20405.480063112216,-0.003744740724327297,-0.004455636657901623,-409148352.5604855
4752000.0,86910354656.33842,123976847685.6972,151405642261.35397,-24481.854585318062,18480.645026898714,-0.003322048432075454,-0.004738872532467462,-405783163.3034162
5184000.0,76024206492.1872,131518292663.56784,151910306687.55362,-25916.97950797466,16433.45209287277,-0.002877072403417135,-0.004977199602941928,-402445853.26230633
5616000.0,64559605964.63448,138153111518.33914,152493360329.25342,-27159.87478625086,14283.301864401856,-0.0024152866687973435,-0.005168547166875609,-399145073.4851277
6048000.0,52601164827.3353,143841210450.52524,153157358181.26657,-28203.278627171312,12050.489488311592,-0.001942416590633595,-0.005311660958707949,-395889505.9357339
6480000.0,40236097683.49209,148551380202.0969,153904048409.2068,-29042.402594325024,9755.851954149759,-0.001464287445692912,-0.005406138606715062,-392687666.39190257
6912000.0,27553144172.611183,152261450640.61978,154734369501.35736,-29674.974770864363,7420.4000760488525,-0.000986668839669658,-0.005452431413592895,-389547712.87214917
7344000.0,14641487028.830523,154958286193.4077,155648461612.7428,-30101.215709601656,5064.949705376722,-0.0005151234329198539,-0.00545181265988535,-386477268.1277177
7776000.0,1589694644.5099888,156637624923.21124,156645691516.388,-30323.749032623033,2709.766636306251,-5.4867979207655765e-05,-0.005406314965647061,-383483263.8300971
8208000.0,-11515284778.458984,157303770048.0211,157724690061.0355,-30347.45199964074,374.23857114672046,0.00038934647920199893,-0.0053186412851870405,-380571812.58915883
8640000.0,-24589053343.636486,156969148055.1531,158883400597.7238,-30179.254320625478,-1923.4144640540812,0.0008133301028811232,-0.005192055649832475,-377748112.02011526
