time,x,y,radius,v_x,v_y,a_x,a_y,total_energy
128174400.0,-170009545530.47415,-52987189314.05136,178075511519.35934,7699.922002290378,-26124.943571459135,0.003994121960139301,0.0012448553743552896,-374099508.8995074
128217600.0,-169673181904.89178,-54114625276.89148,178093743086.58032,7872.468070968396,-26071.165819286987,0.003984995505938577,0.0012709524045752894,-374083260.13506085
128260800.0,-169329372805.21945,-55239713689.17692,178111938013.9109,8044.619876824942,-26016.260675409336,0.003975702045807693,0.0012969790124748067,-374067018.94029576
128304000.0,-168978135419.44763,-56362405913.29848,178130095857.40588,8216.370205203835,-25960.231182070424,0.003966242152343054,0.0013229341748025104,-374050785.2939883
128347200.0,-168619487246.70563,-57482653444.02673,178148216174.92554,8387.711866185055,-25903.080425718956,0.003956616403786885,0.001348816873206785,-374034559.1747473
128390400.0,-168253446096.1877,-58600407910.41707,178166298526.15228,8558.637694828649,-25844.811536796424,0.003946825383983521,0.00137462609425783,-374018340.5610153
128433600.0,-167880030086.06882,-59715621077.7056,178184342472.60754,8729.140551416736,-25785.427689524484,0.003936869682335754,0.0014003608294693637,-374002129.4310707
128476800.0,-167499257642.40964,-60828244849.195854,178202347577.66812,8899.213321693642,-25724.932101691407,0.003926749893761242,0.0014260200753199379,-373985925.7630274
128520000.0,-167111147498.0516,-61938231268.13624,178220313406.58304,9068.848917104127,-25663.328034437585,0.0039164666186489805,0.001451602833273851,-373969729.53483754
128563200.0,-166715718691.5015,-63045532519.58815,178238239526.4897,9238.040275029764,-25600.618792040153,0.003906020462815859,0.0014771081098016896,-373953540.7242914
128606400.0,-166312990565.80594,-64150100932.28487,178256125506.43018,9406.780359023409,-25536.80772169672,0.0038954120374632725,0.001502534916400476,-373937359.3090199
128649600.0,-165902982767.41574,-65251888980.48097,178273970917.36768,9575.062159041823,-25471.89821330822,0.0038846419591338196,0.001527882269613437,-373921185.2664947
128692800.0,-165485715245.04022,-66350849285.79247,178291775332.20227,9742.878691676404,-25405.89369926092,0.0038737108496680788,0.0015531491910494013,-373905018.5740301
128736000.0,-165061208248.49176,-67446934619.0274,178309538325.78705,9910.223000382064,-25338.797654207585,0.003862619336161476,0.0015783347074018199,-373888859.2087839
128779200.0,-164629482327.5203,-68540097902.006996,178327259474.94403,10077.08815570424,-25270.613594847826,0.0038513680509212112,0.0016034378504674106,-373872707.1477585
128822400.0,-164190558330.6382,-69630292209.3774,178344938358.4799,10243.467255504036,-25201.345079707633,0.003839957631423306,0.0016284576571644466,-373856562.36780256
