time,x,y,v_x,v_y,total_energy
0,149600000000.0,0.0,0.0,29800.0,-442786818.18181825
216000.0,149461715043.75305,6436800000.0,-1278.6425406491048,29772.53024993656,-442786057.2948585
432000.0,149047371834.29022,12861716613.979092,-2554.908160142718,29690.07127077486,-442785290.13051915
648000.0,148357741080.20367,19262883396.92135,-3826.420186049652,29552.778828837098,-442784516.736336
864000.0,147394106101.45123,25628478790.407764,-5090.811195974037,29360.912463090084,-442783737.1720727
1080000.0,146158260330.23026,31946748491.346745,-6345.727639921813,29114.834951095243,-442782951.50959116
1296000.0,144652503816.2604,38206027682.15524,-7588.834431113761,28815.01156126965,-442782159.832696
1512000.0,142879638744.43604,44394763076.41916,-8817.819494713352,28462.009093460518,-442781362.2369504
1728000.0,140842963975.07065,50501534734.556435,-10030.39826407946,28056.49471040761,-442780558.8294664
1944000.0,138546268619.1829,56515077604.6238,-11224.318114331041,27599.23456322904,-442779749.7286679
2160000.0,135993824663.45805,62424302744.1453,-12397.362723222113,27091.092214612905,-442778935.0640286
2376000.0,133190378661.65532,68218318179.69441,-13547.356349569593,26533.026863928037,-442778114.97578526
2592000.0,130141142511.31012,73886449361.92827,-14672.168019752406,25926.091378979665,-442777289.6146288
2808000.0,126851783336.59744,79418259174.84746,-15769.715613106204,25271.43013962751,-442776459.1413689
3024000.0,123328412500.16945,84803567459.23392,-16837.96983737219,24570.27669895314,-442775623.72658193
3240000.0,119577573768.65259,90032470011.49725,-17874.95808571933,23823.951268108405,-442774783.550234
3456000.0,115606230658.28116,95095357020.5311,-18878.7681672443,23033.858031395546,-442773938.8012862
3672000.0,111421752988.8497,99982930906.63983,-19847.55190326117,22201.482298521034,-442773089.67728376
3888000.0,107031902675.78224,104686223528.13614,-20779.528582120383,21328.387501327743,-442772236.3839245
4104000.0,102444818791.6372,109196612722.82556,-21672.988265742348,20416.212042642754,-442771379.1346149
4320000.0,97669001929.78983,113505838153.27786,-22526.294941511966,19466.666005179984,-442770518.1500097
4536000.0,92713297904.35542,117606016426.53116,-23337.889513654853,18481.52772870727,-442769653.65754056
4752000.0,87586880821.63522,121489655460.67523,-24106.29262870105,17462.64026392585,-442768785.8909312
4968000.0,82299235559.47818,125149668072.60945,-24830.107330135485,16411.907711716354,-442767915.0897046
5184000.0,76860139691.95734,128579384763.16048,-25508.021537833938,15331.29145657909,-442767041.49867886
5400000.0,71279644897.65567,131772565677.66864,-26138.8103483862,14222.806303237687,-442766165.36745834
5616000.0,65568057890.64363,134723411722.10294,-26721.338152912507,13088.516525484574,-442765286.9499168
5832000.0,59735920913.90944,137426574816.7354,-27254.56056948261,11930.531836424407,-442764406.50367796
6048000.0,53793991835.573044,139877167271.39008,-27737.52618774702,10751.00328931829,-442763524.28958964
6264000.0,47753223888.67724,142070770268.27325,-28169.378123884784,9552.119118248243,-442762640.5712002
6480000.0,41624745095.70573,144003441440.38266,-28549.355384459916,8336.100527808587,-442761755.6142313
6696000.0,35419837419.22969,145671721535.47977,-28876.794038256856,7105.197440990155,-442760869.68605083
6912000.0,29149915680.234077,147072640157.5824,-29151.128195633104,5861.684214355339,-442759983.0551512
7128000.0,22826506285.724663,148203720579.89203,-29371.890795382027,4607.8553295085785,-442759095.9906272
7344000.0,16461225807.169956,149062983625.00308,-29538.714199539903,3346.0210697492257,-442758208.7616601
7560000.0,10065759451.1914,149648950610.1476,-29651.330596996857,2078.50319065335,-442757321.63700527
7776000.0,3651839463.6845093,149960645357.10107,-29709.57221718032,807.630593169597,-442756434.88448864
7992000.0,-2768776491.76379,149997595268.2113,-29713.371355471092,-464.2649923667527,-442755548.77050704
8208000.0,-9184326940.69617,149759831471.807,-29662.760212384896,-1734.853303096082,-442754663.55954045
8424000.0,-15583068149.857298,149247888041.9924,-29557.870548905976,-3001.8098133824437,-442753779.51367056
8640000.0,-21953295585.08322,148462800299.53632,-29398.933160693043,-4262.819969685728,-442752896.8921115
8856000.0,-28283365236.19599,147406102202.21533,-29186.277174191324,-5515.583383038139,-442752015.95074797
9072000.0,-34561714770.7798,146079822834.56757,-28920.329167977394,-6757.817971857643,-442751136.941688
9288000.0,-40776884479.46403,144486482008.55612,-28601.612122935738,-7987.26404809276,-442750260.11282706
9504000.0,-46917537976.1442,142629084988.1255,-28230.74420511737,-9201.688339962175,-442749385.7074232
9720000.0,-52972482617.42976,140511116352.05954,-27808.43738536188,-10398.887944827595,-442748513.9636866
9936000.0,-58930689606.51272,138136533010.91608,-27335.49589997473,-11576.694206017519,-442747645.11438215
10152000.0,-64781313747.60014,135509756395.11702,-26812.814556942365,-12732.976507701449,-442746779.38644683
10368000.0,-70513712818.0412,132635663832.51813,-26241.376892338874,-13865.64598219731,-442745917.0006199
10584000.0,-76117466526.30197,129519579134.96423,-25622.25318173015,-14972.659124377922,-442745058.1710904
10800000.0,-81582395024.99493,126167262414.45775,-24956.598311515696,-16052.021308124129,-442744203.1051562
11016000.0,-86898576949.25056,122584899150.62917,-24245.64951526493,-17101.790200051288,-442743352.0029009
11232000.0,-92056366951.82245,118779088532.19931,-23490.72398020487,-18120.07906601139,-442742505.05688435
11448000.0,-97046412707.44112,114756831096.06502,-22693.216329100615,-19105.05996614385,-442741662.4518511
11664000.0,-101859671360.07225,110525515688.52391,-21854.595982839666,-20054.966834513358,-442740824.36445075
11880000.0,-106487425387.88885,106092905773.98143,-20976.40440908733,-20968.09843963205,-442739990.9629773
12096000.0,-110921297861.93169,101467125117.25516,-20060.252262423575,-21842.821222415234,-442739162.4071218
12312000.0,-115153267075.60472,96656642866.31033,-19107.816421403797,-22677.57200836424,-442738338.8477427
12528000.0,-119175680523.33109,91670258062.92691,-18120.83692800695,-23470.860591006163,-442737520.42665064
12744000.0,-122981268207.87657,86517083609.41483,-17101.113834946627,-24221.27218384819,-442736707.27640855
12960000.0,-126563155257.03125,81206529720.0626,-16050.503966324179,-24927.469738323274,-442735899.5201481
13176000.0,-129914873831.52356,75748286886.5262,-14970.917597099282,-25588.19612541438,-442735097.2714025
13392000.0,-133030374307.22264,70152308386.84189,-13864.315056843718,-26202.276178845732,-442734300.6339519
13608000.0,-135904035715.86426,64428792368.18254,-12732.703263229168,-26768.618597922366,-442733509.7016872
13824000.0,-138530675429.71118,58588163533.86995,-11578.132190680928,-27286.21770828289,-442732724.55848664
14040000.0,-140905558076.7296,52641054465.51188,-10402.69127960734,-27754.155079005875,-442731945.2781092
14256000.0,-143024403674.0296,46598286611.450516,-9208.505791590525,-28171.60099467746,-442731171.9241017
14472000.0,-144883394968.47772,40470850972.99225,-7997.733115898426,-28537.81578118705,-442730404.5497217
14688000.0,-146479183974.54514,34269888520.138298,-6772.559032652089,-28852.150984170043,-442729643.19787514
14904000.0,-147808897700.60394,28006670368.753113,-5535.193937956399,-29114.050399161708,-442728887.90106624
15120000.0,-148870143056.02792,21692577751.29432,-4287.869036277603,-29323.050952665195,-442728138.6813652
15336000.0,-149661010932.59268,15339081813.385468,-3032.832505327749,-29478.783433469976,-442727395.55038893
15552000.0,-150180079454.80392,8957723268.642078,-1772.3456386950386,-29580.973073685433,-442726658.50929534
15768000.0,-150426416394.91223,2560091944.263506,-508.6789714405936,-29629.43997907836,-442725927.54879165
15984000.0,-150399580749.49802,-3842193750.021267,755.8916061334157,-29624.099408424016,-442725202.6491589
16200000.0,-150099623475.63367,-10237507397.015907,2019.0887413515593,-29564.96190169822,-442724483.7802877
16416000.0,-149527087385.74988,-16614235158.464472,3278.6375134848613,-29452.13325705448,-442723770.90173006
16632000.0,-148683006201.45245,-22960796340.142365,4532.26932434352,-29285.814356645034,-442723063.9627636
16848000.0,-147568902767.6542,-29265663902.99339,5777.725779965073,-29066.300841460034,-442722362.9024705
17064000.0,-146186786429.50464,-35517384887.72584,7012.762558218155,-28793.982635474495,-442721667.64982957
17280000.0,-144539149575.71988,-41704600720.35568,8235.153257136095,-28469.34331951002,-442720978.12382305
17496000.0,-142628963353.03577,-47816067366.28558,9442.693218785435,-28092.959355337618,-442720294.2335548
17712000.0,-140459672557.6307,-53840675300.63517,10633.20332346213,-27665.499160670544,-442719615.8783858
17928000.0,-138035189710.49103,-59767469262.691605,11804.533748993235,-27187.72203582247,-442718942.9480797
18144000.0,-135359888324.82108,-65585667762.53085,12954.56768990465,-26660.476942937294,-442718275.3229648
18360000.0,-132438595374.7344,-71284682308.07024,14081.225031196578,-26084.70113883314,-442717612.8741067
18576000.0,-129276582975.6,-76854136321.05295,15182.465971448268,-25461.418662645283,-442716955.46349835
18792000.0,-125879559287.56007,-82283883710.73708,16256.294589953115,-24791.738679601454,-442716302.94426054
19008000.0,-122253658654.88257,-87564027074.36577,17300.762352565005,-24076.853682418714,-442715655.1608568
19224000.0,-118405430994.96288,-92684935493.83443,18313.97155091761,-23318.037551974292,-442715011.94932336
19440000.0,-114341830451.94391,-97637261898.34546,19294.078669661256,-22516.64347907401,-442714373.13751066
19656000.0,-110070203331.08269,-102411959963.25435,20239.29767634761,-21674.101749321202,-442713738.5453394
19872000.0,-105598275331.15244,-107000300515.76276,21147.90322858198,-20791.917393276926,-442713107.98507017
20088000.0,-100934138093.33237,-111393887418.60876,22018.23379305732,-19871.66770429862,-442712481.26158583
20304000.0,-96086235086.20116,-115584672903.4416,22848.69467108424,-18914.999626649496,-442711858.1726879
20520000.0,-91063346847.61284,-119564972326.15057,23637.760925238355,-17923.62701668463,-442711238.5094059
20736000.0,-85874575605.39462,-123327478317.04768,24383.98020176135,-16899.327780141874,-442710622.056319
20952000.0,-80529329299.96268,-126865274299.48221,25085.975443376195,-15843.940888796184,-442710008.59189314
21168000.0,-75037305033.10197,-130171847351.1942,25742.447487211262,-14759.363279974279,-442709397.888827
21384000.0,-69408471968.2981,-133241100383.49591,26352.1775425734,-13647.546642672347,-442708789.7144139
21600000.0,-63653053709.13956,-136067363614.20515,26914.02954336788,-12510.494094272222,-442708183.8309141
21816000.0,-57781510183.42574,-138645405311.1455,27426.95237003399,-11350.256752110463,-442707579.9959409
22032000.0,-51804519061.715706,-140970441783.97556,27889.981935950596,-10168.93020441918,-442706977.96285546
22248000.0,-45732956740.13278,-143038146603.11414,28302.243133366424,-8968.65088542661,-442706377.4811763
22464000.0,-39577878918.296524,-144844659025.5922,28662.951634026693,-7751.59235967813,-442705778.29699737
