time,x,y,v_x,v_y,total_energy
0,149600000000.0,0.0,0.0,29800.0,-442786818.18181825
86400.0,149577874407.0005,2574720000.0,-512.05276585926,29795.59458672508,-442786798.6916019
172800.0,149511510741.74466,5148678575.703542,-1023.9534032971623,29782.377061829586,-442786779.10753626
259200.0,149400928722.4876,7721114474.86413,-1535.549785520896,29760.351389776697,-442786759.4297441
345600.0,149246161208.22702,10291266901.984592,-2046.6898786992751,29729.52417777132,-442786739.6583772
432000.0,149047254188.66223,12858375746.57766,-2557.221788442649,29689.90467366802,-442786719.79361475
518400.0,148804266770.13904,15421681811.20961,-3066.9938062356277,29641.50476304193,-442786699.835666
604800.0,148517271157.58517,17980427039.25469,-3575.8544558068834,29584.338965423703,-442786679.78476745
691200.0,148186352632.44247,20533854742.288136,-4083.6525394203186,29518.424429700004,-442786659.6411848
777600.0,147811609526.60318,23081209827.045807,-4590.237184071919,29443.78092868119,-442786639.4052116
864000.0,147393153192.35934,25621739021.878487,-5095.457887576662,29360.430852838334,-442786619.07717025
950400.0,146931107968.3753,28154691102.62924,-5599.164564529899,29268.39920321194,-442786598.6574107
1036800.0,146425611141.69495,30679317117.86235,-6101.207592127679,29167.71358349502,-442786578.14631075
1123200.0,145876812905.79645,33194870613.372635,-6601.437855830562,29058.40419129359,-442786557.5442772
1209600.0,145284876314.70883,35700607855.90415,-7099.706794855514,28940.503808567846,-442786536.85174304
1296000.0,144649977233.20572,38195788056.00775,-7595.866447480596,28814.04779125769,-442786516.0691701
1382400.0,143972304283.0932,40679673589.96708,-8089.769496147194,28679.074058096518,-442786495.1970474
1468800.0,143252058785.60992,43151530220.723114,-8581.269312344666,28535.623078617507,-442786474.23589057
1555200.0,142489454699.95898,45610627317.72766,-9070.220001262373,28383.737860356956,-442786453.1862431
1641600.0,141684718557.99207,48056238075.65662,-9556.476446194143,28223.463935259486,-442786432.0486754
1728000.0,140838089395.06827,50487639731.91427,-10039.894352680372,28054.849345290277,-442786410.8237842
1814400.0,139949818677.11053,52904113782.860344,-10520.330292373037,27877.944627259727,-442786389.5121929
1900800.0,139020170223.88452,55304946198.691986,-10997.641746609052,27692.8027968663,-442786368.11455125
1987200.0,138049420128.5256,57689427636.91342,-11471.687149677517,27499.47933196351,-442786346.6315355
2073600.0,137037856673.34119,60056853654.32645,-11942.325931766562,27298.032155057386,-442786325.0638473
2160000.0,135985780241.91649,62406524917.47563,-12409.418561575589,27088.521615040965,-442786303.4122142
2246400.0,134893503227.55347,64737747411.48255,-12872.826588578935,26871.010468172648,-442786281.67738914
2332800.0,133761349938.07341,67049832647.204025,-13332.412684927052,26645.56385830557,-442786259.86015
2419200.0,132589656497.01537,69342097866.64996,-13788.040686971532,26412.249296375336,-442786237.9613
2505600.0,131378770741.26324,71613866246.59706,-14239.575636400428,26171.136639153814,-442786215.98166674
2592000.0,130129052115.13603,73864467100.33536,-14686.883820970517,25922.29806727687,-442786193.922102
2678400.0,128840871560.97638,76093236077.48505,-15129.832814823301,25665.808062554228,-442786171.7834823
2764800.0,127514611406.2742,78299515361.82216,-15568.291518371772,25401.74338456986,-442786149.5667074
2851200.0,126150665247.36287,80482653867.052,-16002.130197745098,25130.18304658163,-442786127.27270037
2937600.0,124749437829.72675,82642007430.47021,-16431.220523778633,24851.208290729002,-442786104.9024082
3024000.0,123311344924.95993,84776939004.4521,-16855.435610536806,24564.902562558065,-442786082.4567999
3110400.0,121836813204.41702,86886818845.71161,-17274.650053356694,24271.35148487318,-442786059.9368678
3196800.0,120326280109.59795,88971024702.2722,-17688.739966400233,23970.642830924895,-442786037.3436265
3283200.0,118780193719.30975,91028941998.09276,-18097.5830197033,23662.86649694395,-442786014.67811155
3369600.0,117199012613.6493,93059964015.29225,-18501.058475710062,23348.114474031394,-442785991.9413807
3456000.0,115583205734.85197,95063492073.91826,-18899.047225281232,23026.48081941511,-442785969.1345134
3542400.0,113933252245.05212,97038935709.2048,-19291.431823165087,22698.06162708317,-442785946.258609
3628800.0,112249641381.00238,98985712846.26624,-19678.09652292035,22362.954997804733,-442785923.314788
3715200.0,110532872305.79948,100903249972.17473,-20058.92731128024,22021.261008549267,-442785900.3041906
3801600.0,108783453957.66547,102790982305.36981,-20433.811941947268,21673.081681315238,-442785877.22797674
3888000.0,107001904895.83374,104648353962.34937,-20802.63996880854,21318.520951379414,-442785854.08732647
3974400.0,105188753143.5907,106474818121.5927,-21165.302778561647,20957.684634978235,-442785830.8834383
4060800.0,103344536028.52406,108269837184.6669,-21521.693622741386,20590.680396432806,-442785807.6175288
4147200.0,101469800020.03026,110032882934.46902,-21871.707649137872,20217.617714729284,-442785784.29083407
4233600.0,99565100564.13373,111763436690.5576,-22215.241932596804,19838.607849566528,-442785760.9046066
4320000.0,97631001915.67201,113460989461.52782,-22552.195505192936,19453.763806883107,-442785737.4601173
4406400.0,95668076967.90115,115125042094.38606,-22882.469385768032,19063.20030387583,-442785713.9586537
4492800.0,93676907079.57658,116755105420.88036,-23205.96660882486,18667.03373352218,-442785690.4015199
4579200.0,91658081899.56563,118350700400.74435,-23522.592252769038,18265.382128619127,-442785666.7900361
4665600.0,89612199189.04826,119911358261.81364,-23832.253467490806,17858.365125350905,-442785643.12553805
4752000.0,87539864641.36346,121436620636.97429,-24134.859501279054,17446.10392639853,-442785619.4093775
4838400.0,85441691699.55927,122926039697.90443,-24430.321727060218,17028.72126360386,-442785595.64292055
4924800.0,83318301371.705,124379178285.57117,-24718.55366795491,16606.341360201222,-442785571.82754785
5011200.0,81170322044.02519,125795610037.4458,-24999.471022145422,16179.089892629605,-442785547.9646535
5097600.0,78998389291.91473,127174919511.40182,-25272.991687047503,15747.093951938628,-442785524.0556463
5184000.0,76803145688.89584,128516702306.26117,-25539.035782780113,15310.482004801532,-442785500.10194707
5270400.0,74585240613.57773,129820565178.95518,-25797.525674927077,14869.383854148527,-442785476.1049898
5356800.0,72345330054.68031,131086126158.26831,-26048.385996584886,14423.930599433937,-442785452.0662208
5443200.0,70084076414.18408,132313014655.13329,-26291.543669691113,13974.254596550607,-442785427.98709756
5529600.0,67802148308.66823,133500871569.44795,-26526.92792562824,13520.48941740518,-442785403.86908925
5616000.0,65500220368.900185,134649349393.3851,-26754.47032509792,13062.769809167836,-442785379.713676
5702400.0,63178973037.73953,135758112311.16765,-26974.10477726101,12601.231653210183,-442785355.5223479
5788800.0,60839092366.42009,136826836295.2829,-27185.767558138934,12136.011923745045,-442785331.29660517
5875200.0,58481269809.274124,137855209199.11072,-27389.397328272247,11667.248646181903,-442785307.03795743
5961600.0,56106202016.96303,138842930845.94156,-27584.93514963256,11195.080855211809,-442785282.7479228
6048000.0,53714590628.27917,139789713114.3618,-27772.324501784195,10719.648552635628,-442785258.428029
6134400.0,51307142060.58384,140695280019.98434,-27951.51129729226,10241.092664949461,-442785234.0798104
6220800.0,48884567298.9466,141559367793.50482,-28122.44389637411,9759.555000701142,-442785209.70480967
6307200.0,46447581684.051476,142381724955.06348,-28285.073120791367,9275.17820763173,-442785185.3045763
6393600.0,43996904698.93574,143162112384.89517,-28439.35226698005,8788.105729615896,-442785160.8806665
6480000.0,41533259754.62725,143900303390.25073,-28585.237118416502,8298.481763415119,-442785136.43464226
6566400.0,39057373974.74645,144596083768.57394,-28722.685957217152,7806.451215257624,-442785111.96807176
6652800.0,36569977979.13924,145249251866.91977,-28851.65957497044,7312.15965725895,-442785087.48252743
6739200.0,34071805666.607185,145859618637.60092,-28972.121282799377,6815.753283697051,-442785062.9795876
6825600.0,31563593996.80167,146427007690.05045,-29084.03692065361,6317.378867155816,-442785038.46083325
6912000.0,29046082771.348423,146951255338.88974,-29187.374865830014,5817.183714550836,-442785013.92785025
6998400.0,26520014414.269283,147432210648.19247,-29282.106040721173,5315.315623051275,-442784989.38222706
7084800.0,23986133751.767845,147869735471.936,-29368.20391979129,4811.922835911603,-442784964.8255553
7171200.0,21445187791.44577,148263704490.63293,-29445.644535779382,4307.153998226973,-442784940.2594282
7257600.0,18897925501.016544,148614005244.13696,-29514.40648512986,3801.1581126259284,-442784915.6854414
7344000.0,16345097586.58339,148920538160.61826,-29574.470932650787,3294.084494914113,-442784891.10519135
7430400.0,13787456270.548084,149183216581.70456,-29625.821615400408,2786.082729682592,-442784866.5202758
7516800.0,11225755069.217293,149401966783.7856,-29668.44484580279,2277.302625894332,-442784841.9322923
7603200.0,8660748570.173012,149576727995.4796,-29702.32951399363,1767.8941724623264,-442784817.3428387
7689600.0,6093192209.473558,149707452411.2616,-29727.467089397516,1258.0074938327984,-442784792.75351197
7776000.0,3523842048.7514725,149794105201.25458,-29743.85162153818,747.7928055868252,-442784768.16590804
7862400.0,953454552.2745028,149836664517.1859,-29751.479740083552,237.40037007366664,-442784743.5816214
7948800.0,-1617213635.9642677,149835121494.51202,-29750.350654127575,-273.0195479110034,-442784719.0022442
8035200.0,-4187405915.061318,149789480250.7158,-29740.466150711,-783.3167253888448,-442784694.4293665
8121600.0,-6756365949.856953,149699757879.78253,-29721.830592583676,-1293.3410253915492,-442784669.8645751
8208000.0,-9323337893.36351,149565984442.861,-29694.450915210935,-1802.9424410695453,-442784645.3094531
8294400.0,-11887566608.902325,149388202955.11725,-29658.336623027,-2311.971139703866,-442784620.7655808
8380800.0,-14448297891.884502,149166469368.79044,-29613.499784938533,-2820.2775066084255,-442784596.2345331
