time,x,y,v_x,v_y
30283200.0,-16604707621.966358,-227748912278.6763,23640.804607683076,-2012.3811631680376
30326400.0,-12518091652.6181,-228075735145.77234,23670.595169637727,-1573.8231955987414
30369600.0,-8426704132.970854,-228326763892.46136,23692.498342138766,-1135.050792072367
30412800.0,-4331907760.43574,-228501967785.48898,23706.51954892225,-696.1964282832931
30456000.0,-235064205.79847693,-228601338969.7997,23712.66608683092,-257.39229246669044
30499200.0,3862466210.123184,-228624892418.2161,23710.947118962693,181.22972817493311
30542400.0,7959324838.658293,-228572665878.77426,23701.373668241762,619.5380610084453
30585600.0,12054155024.37056,-228444719819.7212,23683.95861140674,1057.4014614957364
30628800.0,16145602425.127018,-228241137372.17426,23658.71667340948,1494.6890267336405
30672000.0,20232315331.218098,-227962024270.43948,23625.664422217465,1931.2702090331302
30715200.0,24312944983.5985,-227607508789.98016,23584.820264011818,2367.014829562433
30758400.0,28386145891.31682,-227177741683.02438,23536.204438772344,2801.793092078352
30801600.0,32450576148.200348,-226672896111.79404,23479.839016240247,3235.4755967697074
30844800.0,36504897748.85987,-226093167579.33612,23415.747892248324,3667.93335423643
30888000.0,40547776904.07736,-225438773857.93042,23343.95678540795,4099.037799627445
30931200.0,44577884355.637886,-224709954915.0461,23264.493234141137,4528.6608069600725
30974400.0,48593895690.66445,-223906972836.81418,23177.386594045554,4956.674703643288
31017600.0,52594491655.51302,-223030111748.9797,23082.668035579463,5382.952285226714
31060800.0,56578358469.28217,-222079677735.294,22980.370542052904,5807.366830396808
31104000.0,60544188136.98965,-221055998753.30264,22870.52890791083,6229.7921162412595
31147200.0,64490678762.46563,-219959424547.48236,22753.17973729308,6650.102433802139
31190400.0,68416534861.00969,-218790326559.67545,22628.361442855487,7068.172603937851
31233600.0,72320467671.85588,-217549097836.76828,22496.114244835717,7483.877993513497
31276800.0,76201195470.48737,-216236152935.55502,22356.48017034677,7897.094531938693
31320000.0,80057443880.83917,-214851927824.72702,22209.503052880358,8307.698728071424
31363200.0,83887946187.42438,-213396879783.9224,22055.22853200179,8715.56768750593
31406400.0,87691443647.41595,-211871487299.76962,21893.704053217243,9120.579130262124
31449600.0,91466685802.71317,-210276249958.8545,21724.97886799378,9522.611408893401
31492800.0,95212430792.01785,-208611688337.53754,21549.10403391166,9921.543527029213
31536000.0,98927445662.94247,-206878343888.54562,21366.132414928008,10317.25515836807
31579200.0,102610506684.16837,-205076778824.2599,21176.118681730135,10709.626666136102
31622400.0,106260399657.66817,-203207575996.61807,20979.119312156286,11098.539123025617
31665600.0,109875920231.00352,-201271338773.54828,20775.19259166091,11483.874331627447
31708800.0,113455874209.70416,-199268690911.84784,20564.398613800957,11865.514845370208
31752000.0,116999077869.7313,-197200276426.41925,20346.79928071906,12243.34398997887
31795200.0,120504358270.0231,-195066759455.77283,20122.458303598953,12617.24588546433
31838400.0,123970553565.11682,-192868824123.7037,19891.44120306773,12987.105468654921
31881600.0,127396513317.83673,-190607174397.04932,19653.81530951923,13352.80851628005
31924800.0,130781098812.03316,-188282533939.43112,19409.649763331938,13714.241668615281
31968000.0,134123183365.35301,-185895645960.88345,19159.015514954546,14071.292453697497
32011200.0,137421652642.01782,-183447273063.27045,18901.985324831534,14423.849312117794
32054400.0,140675404965.58008,-180938197081.391,18638.633763140795,14771.801622398974
32097600.0,143883351631.62418,-178369218919.6702,18369.037209314687,15115.039726963589
32140800.0,147044417220.37308,-175741158384.33536,18093.273851315433,15453.454958697559
32184000.0,150157539909.157,-173054854010.97308,17811.423684635305,15786.939668113446
32227200.0,153221671784.69495,-170311162887.36377,17523.568510991652,16115.387251116485
32270400.0,156235779155.13474,-167510960471.48947,17229.79193668621,16438.69217737548
32313600.0,159198842861.7928,-164655140404.6104,16930.17937059791,16756.750019299634
32356800.0,162109858590.5278,-161744614319.3049,16624.818021777835,17069.457481621328
32400000.0,164967837182.6792,-158780311642.36923,16313.796896614758,17376.71243158378
32443200.0,167771804945.4935,-155763179392.47183,15997.206795539185,17678.413929731356
32486400.0,170520803961.95813,-152694181972.45844,15675.140309233635,17974.46226129929
32529600.0,173213892399.95538,-149574300956.20456,15347.691814316568,18264.758968198195
32572800.0,175850144820.6444,-146404534869.9132,15014.95746846704,18549.20688158778
32616000.0,178428652485.97247,-143185898967.75555,14677.035204957041,18827.710155032713
32659200.0,180948523665.21194,-139919425001.75534,14334.024726558206,19100.174298232596
32702400.0,183408883940.41327,-136606160985.8172,13986.027498789452,19366.50621131644
32745600.0,185808876510.65823,-133247170953.80301,13633.146742472021,19626.61421969098
32788800.0,188147662494.99246,-129843534711.55986,13275.487425558224,19880.40810943065
32832000.0,190424421233.91003,-126396347582.80771,12913.156254200268,20127.79916319582
32875200.0,192638350589.2569,-122906720148.79575,12546.261663025474,20368.700196664347
32918400.0,194788667242.41498,-119375777981.63947,12174.913804584276,20603.025595460294
32961600.0,196874606990.622,-115804661371.25334,11799.224537937502,20830.691352562084
33004800.0,198895425041.2769,-112194525045.79747,11419.307416349562,21051.615106170957
33048000.0,200850396304.07428,-108546537885.55917,11035.27767405441,21265.716178019124
33091200.0,202738815680.80716,-104861882630.19502,10647.252212061376,21472.915612095585
33134400.0,204559998352.66922,-101141755579.262,10255.349582968294,21673.13621376595
33177600.0,206313280064.88446,-97387366285.97089,9859.689974749725,21866.302589261228
33220800.0,207998017408.4855,-93599937244.09955,9460.395193488503,22052.341185508907
33264000.0,209613588099.0557,-89780703568.00798,9057.58864501934,22231.18033027819
33307200.0,211159391252.2468,-85930912665.70277,8651.395315453747,22402.750272609606
33350400.0,212634847655.8761,-82051823904.90277,8241.94175055623,22566.98322349782
33393600.0,214039400038.4045,-78144708272.06395,7829.356033942317,22723.813396794692
33436800.0,215372513333.58942,-74210848024.32721,7413.767764069814,22873.17705029832
33480000.0,216633674941.10306,-70251536334.35849,6995.308029995492,23015.012526991984
33523200.0,217822394982.90204,-66268076928.05717,6574.109385870276,23149.26029639565
33566400.0,218938206555.12784,-62261783715.114876,6150.305824147061,23275.86299599085
33609600.0,219980665975.31577,-58233980412.414505,5724.032747476261,23394.765472678453
33652800.0,220949353024.6836,-54186000160.2652,5295.426939265372,23505.914824227206
33696000.0,221843871185.26846,-50119185131.477264,4864.626532880018,23609.26044066947
33739200.0,222663847871.67578,-46034886133.28821,4431.770979465229,23704.754045599064
33782400.0,223408934657.20157,-41934462202.15893,3997.0010143670806,23792.349737324737
33825600.0,224078807494.0844,-37819280191.46754,3560.4586221362442,23872.00402983129
33868800.0,224673166927.64203,-33690714352.13601,3122.287000096539,23943.675893499014
33912000.0,225191738304.04327,-29550145906.234215,2682.6305204631562,24007.32679553085
33955200.0,225634271971.4646,-25398962613.614056,2241.6346909969225,24062.92074003516
33998400.0,226000543474.37698,-21238558331.635845,1799.4461141827196,24110.42430771093
34041600.0,226290353740.70862,-17070332568.058184,1356.2124449220184,24149.80669508097
34084800.0,226503529261.625,-12895690027.172146,912.082346731402,24181.039753217396
34128000.0,226639922263.669,-8716040149.270103,467.2054464409361,24204.098025902767
